doy,quantile,tmax,tmin,tmed
2022-02-04,0.9,287.6,277.4,281.6
2022-02-05,0.1,278.9,269.8,274.5
2022-02-05,0.5,283.1,273.4,278.5
2022-02-05,0.9,287.7,277.4,281.7
2022-02-06,0.1,278.9,269.8,274.5
2022-02-06,0.5,283.2,273.5,278.5
2022-02-06,0.9,287.7,277.4,281.8
2022-02-07,0.1,278.9,269.8,274.5
2022-02-07,0.5,283.2,273.6,278.6
2022-02-07,0.9,287.8,277.5,281.8
2022-02-08,0.1,278.9,269.8,274.5
2022-02-08,0.5,283.3,273.6,278.6
2022-02-08,0.9,287.9,277.5,281.8
2022-02-09,0.1,278.9,269.8,274.5
2022-02-09,0.5,283.3,273.6,278.7
2022-02-09,0.9,288.0,277.6,281.9
2022-02-10,0.1,278.9,269.7,274.5
2022-02-10,0.5,283.4,273.6,278.7
2022-02-10,0.9,288.1,277.6,282.0
2022-02-11,0.1,278.9,269.7,274.5
2022-02-11,0.5,283.5,273.6,278.8
2022-02-11,0.9,288.3,277.6,282.1
2022-02-12,0.1,278.9,269.7,274.6
2022-02-12,0.5,283.5,273.6,278.8
2022-02-12,0.9,288.4,277.5,282.2
2022-02-13,0.1,278.9,269.7,274.5
2022-02-13,0.5,283.6,273.7,278.8
2022-02-13,0.9,288.5,277.6,282.2
2022-02-14,0.1,279.0,269.8,274.6
2022-02-14,0.5,283.6,273.8,278.9
2022-02-14,0.9,288.7,277.6,282.3
2022-02-15,0.1,278.9,269.7,274.5
2022-02-15,0.5,283.7,273.7,279.0
2022-02-15,0.9,288.8,277.8,282.4
2022-02-16,0.1,278.9,269.7,274.5
2022-02-16,0.5,283.7,273.7,279.0
2022-02-16,0.9,289.0,277.8,282.5
2022-02-17,0.1,278.9,269.7,274.5
2022-02-17,0.5,283.7,273.8,279.0
2022-02-17,0.9,289.1,277.9,282.6
2022-02-18,0.1,279.0,269.7,274.5
2022-02-18,0.5,283.8,273.8,279.1
2022-02-18,0.9,289.2,277.9,282.8
2022-02-19,0.1,279.0,269.7,274.6
2022-02-19,0.5,283.9,273.9,279.2
2022-02-19,0.9,289.3,278.1,282.8
2022-02-20,0.1,279.0,269.7,274.6
2022-02-20,0.5,284.0,273.9,279.2
2022-02-20,0.9,289.4,278.1,282.9
2022-02-21,0.1,279.0,269.7,274.6
2022-02-21,0.5,284.1,273.9,279.2
2022-02-21,0.9,289.7,278.2,283.1
2022-02-22,0.1,279.1,269.7,274.6
2022-02-22,0.5,284.2,273.9,279.3
2022-02-22,0.9,290.0,278.2,283.2
2022-02-23,0.1,279.1,269.7,274.6
2022-02-23,0.5,284.3,273.9,279.4
2022-02-23,0.9,290.2,278.3,283.5
2022-02-24,0.1,279.2,269.7,274.8
2022-02-24,0.5,284.4,274.0,279.5
2022-02-24,0.9,290.4,278.4,283.7
2022-02-25,0.1,279.3,269.7,274.9
2022-02-25,0.5,284.6,274.1,279.6
2022-02-25,0.9,290.6,278.5,284.0
2022-02-26,0.1,279.4,269.7,275.0
2022-02-26,0.5,284.8,274.2,279.7
2022-02-26,0.9,290.8,278.5,284.1
2022-02-27,0.1,279.4,269.8,275.0
2022-02-27,0.5,285.0,274.3,279.8
2022-02-27,0.9,291.0,278.5,284.1
2022-02-28,0.1,279.5,269.9,275.1
2022-02-28,0.5,285.2,274.3,280.0
2022-02-28,0.9,291.3,278.5,284.3
2022-03-01,0.1,279.7,270.0,275.2
2022-03-01,0.5,285.3,274.5,280.0
2022-03-01,0.9,291.4,278.5,284.5
2022-03-02,0.1,279.8,270.1,275.2
2022-03-02,0.5,285.6,274.5,280.2
2022-03-02,0.9,291.5,278.5,284.6
2022-03-03,0.1,280.0,270.2,275.4
2022-03-03,0.5,285.8,274.7,280.4
2022-03-03,0.9,291.6,278.5,284.6
2022-03-04,0.1,280.1,270.2,275.5
2022-03-04,0.5,286.1,274.7,280.5
2022-03-04,0.9,291.8,278.5,284.8
2022-03-05,0.1,280.1,270.3,275.5
2022-03-05,0.5,286.4,274.8,280.6
2022-03-05,0.9,292.1,278.6,284.9
2022-03-06,0.1,280.2,270.3,275.6
2022-03-06,0.5,286.7,275.0,280.8
2022-03-06,0.9,292.4,278.6,285.1
2022-03-07,0.1,280.3,270.3,275.7
2022-03-07,0.5,286.9,275.1,280.9
2022-03-07,0.9,292.6,278.7,285.2
2022-03-08,0.1,280.5,270.4,275.9
2022-03-08,0.5,287.1,275.3,281.0
2022-03-08,0.9,292.7,278.9,285.2
2022-03-09,0.1,280.7,270.6,276.0
2022-03-09,0.5,287.3,275.3,281.2
2022-03-09,0.9,292.8,279.1,285.4
2022-03-10,0.1,280.8,270.7,276.1
2022-03-10,0.5,287.3,275.4,281.3
2022-03-10,0.9,292.9,279.2,285.5
2022-03-11,0.1,281.0,270.9,276.4
2022-03-11,0.5,287.5,275.4,281.4
2022-03-11,0.9,293.0,279.1,285.5
2022-03-12,0.1,281.2,271.0,276.5
2022-03-12,0.5,287.6,275.5,281.5
2022-03-12,0.9,293.2,279.1,285.6
2022-03-13,0.1,281.4,271.1,276.7
2022-03-13,0.5,287.8,275.5,281.6
2022-03-13,0.9,293.2,279.1,285.6
2022-03-14,0.1,281.5,271.3,276.8
2022-03-14,0.5,287.9,275.6,281.7
2022-03-14,0.9,293.3,279.2,285.6
2022-03-15,0.1,281.6,271.3,277.0
2022-03-15,0.5,288.0,275.7,281.8
2022-03-15,0.9,293.4,279.1,285.7
2022-03-16,0.1,281.8,271.4,277.1
2022-03-16,0.5,288.2,275.7,281.8
2022-03-16,0.9,293.4,279.2,285.8
2022-03-17,0.1,282.0,271.6,277.2
2022-03-17,0.5,288.3,275.7,281.9
2022-03-17,0.9,293.4,279.2,285.8
2022-03-18,0.1,282.2,271.7,277.5
2022-03-18,0.5,288.3,275.8,281.9
2022-03-18,0.9,293.5,279.2,285.8
2022-03-19,0.1,282.4,271.8,277.7
2022-03-19,0.5,288.3,275.8,282.0
2022-03-19,0.9,293.6,279.3,285.9
2022-03-20,0.1,282.6,271.9,277.9
2022-03-20,0.5,288.4,275.9,282.0
2022-03-20,0.9,293.7,279.3,286.0
2022-03-21,0.1,282.7,272.0,278.0
2022-03-21,0.5,288.5,276.0,282.1
2022-03-21,0.9,293.9,279.4,286.0
2022-03-22,0.1,282.9,272.1,278.1
2022-03-22,0.5,288.6,276.1,282.2
2022-03-22,0.9,294.1,279.4,286.0
2022-03-23,0.1,282.9,272.1,278.1
2022-03-23,0.5,288.8,276.2,282.3
2022-03-23,0.9,294.1,279.4,286.1
2022-03-24,0.1,283.0,272.2,278.2
2022-03-24,0.5,288.9,276.2,282.4
2022-03-24,0.9,294.2,279.5,286.2
2022-03-25,0.1,283.1,272.3,278.2
2022-03-25,0.5,288.9,276.3,282.5
2022-03-25,0.9,294.3,279.5,286.2
2022-03-26,0.1,283.1,272.3,278.2
2022-03-26,0.5,288.9,276.3,282.5
2022-03-26,0.9,294.3,279.5,286.2
2022-03-27,0.1,283.0,272.3,278.2
2022-03-27,0.5,288.9,276.3,282.5
2022-03-27,0.9,294.4,279.5,286.2
2022-03-28,0.1,283.1,272.3,278.2
2022-03-28,0.5,289.0,276.4,282.5
2022-03-28,0.9,294.4,279.5,286.3
2022-03-29,0.1,283.1,272.4,278.3
2022-03-29,0.5,289.1,276.4,282.6
2022-03-29,0.9,294.4,279.5,286.3
2022-03-30,0.1,283.2,272.4,278.3
2022-03-30,0.5,289.0,276.4,282.7
2022-03-30,0.9,294.4,279.6,286.3
2022-03-31,0.1,283.2,272.4,278.3
2022-03-31,0.5,289.0,276.4,282.7
2022-03-31,0.9,294.5,279.7,286.4
2022-04-01,0.1,283.1,272.4,278.3
2022-04-01,0.5,289.1,276.5,282.7
2022-04-01,0.9,294.6,279.7,286.5
2022-04-02,0.1,283.2,272.5,278.3
2022-04-02,0.5,289.1,276.6,282.7
2022-04-02,0.9,294.6,279.8,286.6
2022-04-03,0.1,283.2,272.5,278.4
2022-04-03,0.5,289.0,276.6,282.7
2022-04-03,0.9,294.6,279.9,286.7
2022-04-04,0.1,283.1,272.5,278.5
2022-04-04,0.5,289.0,276.6,282.7
2022-04-04,0.9,294.6,279.8,286.7
2022-04-05,0.1,283.1,272.5,278.5
2022-04-05,0.5,289.0,276.7,282.8
2022-04-05,0.9,294.7,279.9,286.7
2022-04-06,0.1,283.2,272.5,278.5
2022-04-06,0.5,289.1,276.7,282.8
2022-04-06,0.9,294.7,280.0,286.7
2022-04-07,0.1,283.2,272.5,278.6
2022-04-07,0.5,289.1,276.7,282.8
2022-04-07,0.9,294.8,279.9,286.8
2022-04-08,0.1,283.2,272.5,278.6
2022-04-08,0.5,289.1,276.8,282.8
2022-04-08,0.9,295.0,280.0,286.8
2022-04-09,0.1,283.2,272.6,278.6
2022-04-09,0.5,289.1,276.8,282.8
2022-04-09,0.9,295.1,280.0,286.9
2022-04-10,0.1,283.3,272.6,278.7
2022-04-10,0.5,289.2,276.8,282.9
2022-04-10,0.9,295.2,280.1,287.0
2022-04-11,0.1,283.3,272.6,278.7
2022-04-11,0.5,289.2,276.8,283.0
2022-04-11,0.9,295.4,280.2,287.1
2022-04-12,0.1,283.5,272.6,278.7
2022-04-12,0.5,289.3,276.8,283.0
2022-04-12,0.9,295.7,280.3,287.4
2022-04-13,0.1,283.6,272.6,278.8
2022-04-13,0.5,289.5,276.9,283.1
2022-04-13,0.9,295.9,280.4,287.6
2022-04-14,0.1,283.7,272.7,278.9
2022-04-14,0.5,289.7,276.9,283.3
2022-04-14,0.9,296.1,280.6,287.8
2022-04-15,0.1,283.8,272.8,279.0
2022-04-15,0.5,289.8,277.0,283.4
2022-04-15,0.9,296.3,280.7,288.0
2022-04-16,0.1,283.9,272.9,279.0
2022-04-16,0.5,290.0,277.1,283.5
2022-04-16,0.9,296.6,280.9,288.2
2022-04-17,0.1,283.9,272.9,279.0
2022-04-17,0.5,290.2,277.2,283.6
2022-04-17,0.9,296.9,281.0,288.4
2022-04-18,0.1,284.0,273.0,279.2
2022-04-18,0.5,290.3,277.3,283.8
2022-04-18,0.9,297.2,281.1,288.6
2022-04-19,0.1,284.1,273.1,279.3
2022-04-19,0.5,290.6,277.3,283.8
2022-04-19,0.9,297.6,281.1,288.8
2022-04-20,0.1,284.3,273.2,279.5
2022-04-20,0.5,290.6,277.4,283.9
2022-04-20,0.9,297.6,281.3,288.9
2022-04-21,0.1,284.3,273.3,279.5
2022-04-21,0.5,290.8,277.5,284.0
2022-04-21,0.9,297.7,281.4,289.0
2022-04-22,0.1,284.4,273.4,279.6
2022-04-22,0.5,290.9,277.5,284.0
2022-04-22,0.9,297.8,281.5,289.1
2022-04-23,0.1,284.4,273.5,279.6
2022-04-23,0.5,291.0,277.6,284.1
2022-04-23,0.9,297.9,281.6,289.2
2022-04-24,0.1,284.5,273.5,279.7
2022-04-24,0.5,291.1,277.7,284.2
2022-04-24,0.9,298.1,281.6,289.5
2022-04-25,0.1,284.6,273.5,279.7
2022-04-25,0.5,291.3,277.8,284.3
2022-04-25,0.9,298.2,281.7,289.6
2022-04-26,0.1,284.7,273.7,279.8
2022-04-26,0.5,291.4,277.9,284.5
2022-04-26,0.9,298.2,281.7,289.7
2022-04-27,0.1,284.8,273.8,280.1
2022-04-27,0.5,291.6,278.0,284.5
2022-04-27,0.9,298.3,281.8,289.8
2022-04-28,0.1,285.0,273.9,280.2
2022-04-28,0.5,291.7,278.1,284.7
2022-04-28,0.9,298.3,282.0,290.0
2022-04-29,0.1,285.3,274.0,280.4
2022-04-29,0.5,291.8,278.2,284.8
2022-04-29,0.9,298.5,282.0,290.0
2022-04-30,0.1,285.5,274.1,280.4
2022-04-30,0.5,292.0,278.3,285.0
2022-04-30,0.9,298.6,282.2,290.1
2022-05-01,0.1,285.6,274.4,280.5
2022-05-01,0.5,292.1,278.5,285.2
